ContractNumber,VendorName,ContractStartDate,ContractStopDate,NDCWithDashes,SubItemIdentifier,PackageDescription,Generic,TradeName,VAClass,Covered,PrimeVendor,Price,PriceStartDate,PriceStopDate,PriceType,Non-TAA
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-4465-34,,30,TADALAFIL 2.5MG TAB,CIALIS 2.5MG TAB,GU900,T,T,349.60,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-4483-54,,14,ABEMACICLIB 50MG TAB,VERZENIO 50MG TAB,AN900,T,T,2717.87,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-4491-08,,8,LASMIDITAN 100MG TAB,REYVOW  100MG TAB,CN105,T,T,643.22,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-4732-30,,30,BARICITINIB 1MG TAB,OLUMIANT 1MG TAB,MS190,T,T,2230.85,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-4815-54,,14,ABEMACICLIB 100MG TAB,VERZENIO 100MG TAB,AN900,T,T,2717.87,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-5121-30,,30,PRASUGREL 5MG TAB,EFFIENT 5MG TAB,BL117,T,T,461.31,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-5121-52,,24,PRASUGREL 5MG TAB,EFFIENT 5MG TAB,BL117,T,T,369.05,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0504,Adamas Pharmaceuticals,07/01/2018,06/30/2023,70482-0085-60,,60,"AMANTADINE 68.5MG CAP,SA","GOCOVRI 68.5MG CAP,SA",AM800,T,T,2411.79,01/01/2021,06/30/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-5123-30,,30,PRASUGREL HCL 10MG TAB,EFFIENT 10MG TAB,BL117,T,T,461.31,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-5123-77,,90,PRASUGREL 10MG TAB,EFFIENT 10MG TAB,BL117,T,T,1383.92,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-5337-54,,14,ABEMACICLIB 150MG TAB,VERZENIO 150MG TAB,AN900,T,T,2717.87,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-6145-11,,1,"GLUCAGON 3MG INHL,NASAL,1 PK",BAQSIMI 3MG,HS503,T,T,273.75,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-6145-27,,2,"GLUCAGON 3MG INHL,NASAL,2 PK",BAQSIMI 3MG,HS503,T,T,547.49,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-6216-54,,14,ABEMACICLIB 200MG TAB,VERZENIO 200MG TAB,AN900,T,T,2717.87,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-7335-11,,5ML,SOMATROPIN 5MG/VIL INJ,HUMATROPE,HS701,T,T,603.94,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-7510-01,,10ML,"INSULIN,LISPRO,HUMAN 100 UNT/ML INJ,HUMALOG",HUMALOG 100UNT/ML 10ML VIL,HS501,T,T,56.58,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-7510-17,,3ML,"INSULIN,LISPRO,HUMAN 100 UNT/ML INJ,HUMALOG",HUMALOG 100 UNT/ML 3ML VIL,HS501,T,T,15.61,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-7511-01,,10ML,"INSULIN,LISPRO,HUMAN 75/25 INJ,HUMALOG",HUMALOG MIX 75/25 100UNT/ML VIAL,HS501,T,T,56.58,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-7512-01,,10ML,"INSULIN,LISPRO,HUMAN 50/50 INJ,HUMALOG",HUMALOG MIX 50/50  100UNIT/ML VIAL,HS501,T,T,56.58,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-7516-59,,5X3ML,"INSULIN,LISPRO,HUMAN 100 UNIT/ML INJ,CARTRIDGE,3ML",HUMALOG INSULIN 100U/ML CARTRIDGE,HS501,T,T,165.54,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-7597-01,,1,OLANZAPINE 10MG/VIL INJ,ZYPREXA INTRAMUSCULAR 10MG F/INJ,CN709,T,T,44.48,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-7623-01,,1,PEMETREXED 500MG/VIL INJ,ALIMTA 500MG/VIL INJ,AN300,T,T,3404.37,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-7635-11,,1,"OLANZAPINE 210MG/KIT INJ,SUSP,SA",ZYPREXA RELPREVV INTRAMUSCULAR 210MG F/INJ,CN709,T,T,592.64,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-7636-11,,1,"OLANZAPINE 300MG/KIT INJ,SUSP,SA",ZYPREXA RELPREVV INTRAMUSCULAR 300MG F/INJ,CN709,T,T,846.63,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0005-30,,30UD,"SUVOREXANT 5MG TAB,UD",BELSOMRA 5MG TABUD,CN309,T,T,330.43,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-7637-11,,1,"OLANZAPINE 405MG/KIT INJ,SUSP,SA",ZYPREXA RELPREVV INTRAMUSCULAR 405MG F/INJ,CN709,T,T,1142.95,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-7640-01,,1,PREMETREXED 100MG/VIL INJ,ALIMTA 100MG/VIL INJ,AN300,T,T,680.87,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-7669-01,,10ML,"RAMUCIRUMAB 100MG/10ML INJ,SOLN",CYRAMZA 100 MG/10ML,AN900,T,T,1139.80,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-7678-01,,50ML,"RAMUCIRUMAB 500MG/50ML INJ,SOLN",CYRAMZA 500MG/50ML,AN900,T,T,5699.01,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-7712-27,,6ML,"INSULIN,LISPRO,HUMAN 200 UNT/ML INJ,KWIKPEN,3ML",HUMALOG KWIKPEN 200 UNITS/ML,HS501,T,T,426.45,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-7714-59,,5X3ML,"INSULIN,LISPRO,HUMAN 100 UNT/ML 3ML,KWIKPEN",HUMALOG JUNIOR U-100 KWIKPEN,HS501,T,T,106.04,06/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-7715-59,,5X3ML,INSULIN GLARGINE 100UNITS/ML,BASAGLAR 100UNITS/ML,HS501,T,T,250.21,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-7716-01,,50ML,"NECITUMUMAB 16MG/ML INJ,SOLN",PORTRAZZA 800MG/50ML,AN900,T,T,4339.13,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-7724-11,,1,"IXEKIZUMAB 80MG/ML INJ,SYR,1ML",TALTZ 80 MG/ML SYRINGE,IM600,T,T,5241.56,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-7728-01,,10ML,"INSULIN,LISPRO-AABC 100 UNIT/ML INJ,LYUMJEV",LYUMJEV 100 UNIT/ML INJ,HS501,T,T,242.95,03/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-7737-01,,10ML,"INSULIN,LISPRO,HUMAN 100 UNT/ML INJ",INSULIN LISPRO 100UNT/ML 10ML VIL,HS501,T,T,56.58,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-7752-05,,5X3ML,"INSULIN,LISPRO,HUMAN 100 UNT/ML INJ,JUNIOR KWIKPEN,3ML","INSULIN,LISPRO,HUMAN 100 UNT/ML INJ,JUNIOR KW",HS501,T,T,106.04,06/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-8031-01,,1ML,"GLUCAGON 1MG/VIL INJ,EMERGENCY KIT","RDNA GLUCAGON FOR INJECTION,EMERGENCY KIT",HS503,T,T,273.75,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-8147-01,,1,SOMATROPIN 6MG/VIL INJ,HUMATROPE 6MG/VIL INJ KIT,HS701,T,T,724.72,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-8148-01,,1,SOMATROPIN 12MG/VIL INJ,HUMATROPE 12MG/VIL INJ KIT,HS701,T,T,1449.44,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-8149-01,,1,"SOMATROPIN 24MG/VIL INJ,SOLN,CARTRIDGE",HUMATROPE 24MG/VIL INJ KIT,HS701,T,T,2898.87,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-8207-05,,5X3ML,"INSULIN,LISPRO-AABC 100 UNIT/ML INJ,LYUMJEV KWIKPEN 3ML",LYUMJEV KWIKPEN 100 UNIT/ML INJ 3ML,HS501,T,T,469.10,03/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-8215-01,,1X10ML,INSULIN REG HUMAN 100 U/ML INJ HUMULIN R,HUMULIN-R,HS501,T,T,15.04,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-8215-17,,3ML,INSULIN REG HUMAN 100 U/ML INJ HUMULIN R,HUMULIN-R 100 UNITS/ML 3ML VIL,HS501,T,T,4.85,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-8222-59,,5X3ML,"INSULIN,LISPRO,HUMAN 100 UNT/ML 3ML,KWIKPEN",INSULIN LISPRO U-100 KWIKPEN,HS501,T,T,106.04,06/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-8228-27,,2X3ML,"INSULIN,LISPRO-AABC 200 UNIT/ML INJ,LYUMJEV KWIKPEN 3ML",LYUMJEV KWIKPEN 200 UNIT/ML INJ 3ML,HS501,T,T,375.28,03/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-8233-05,,5X3ML,"INSULIN,LISPRO,HUMAN 75/25 INJ,KWIKPEN,3ML","INSULIN,LISPRO,HUMAN 75/25 INJ,KWIKPEN,3ML",HS501,T,T,106.04,06/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-8315-01,,10ML,INSULIN NPH HUMAN 100 U/ML INJ HUMULIN N,HUMULIN-N 100UNT/ML INJ,HS501,T,T,15.04,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-8315-17,,VI,INSULIN HUMAN 100 U/3ML INJ HUMULIN N,HUMULIN N 100U/3ML,HS501,T,T,4.85,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-8400-01,,1,"TERIPARATIDE RECOMBINANT 250MCG/ML (600MCG) INJ,PEN,2.4ML",FORTEO 600MCG/2.4ML INJ PREFILLED PEN,HS600,T,T,3414.02,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-8501-01,,20ML,"INSULIN,REGULAR,HUMAN 500 UNT/ML INJ HUMULIN R",HUMULIN R CONCENTRATE 500U/ML INJ,HS501,T,T,1479.53,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-8715-01,,10ML,INSULIN HUMULIN 70/30 (NPH/REG) INJ LILY,HUMULIN 70/30 INJ,HS501,T,T,15.04,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-8715-17,,3ML,"INSULIN, HUMAN 100UNT/3ML INJ HUMULIN 70/30",HUMULIN 70/30 INSULIN,HS501,T,T,4.85,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-8797-59,,5X3ML,"INSULIN,LISPRO,HUMAN 75/25 3ML,KWIKPEN",HUMALOG MIX 75/25 KWIKPEN,HS501,T,T,106.04,06/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-8798-59,,5X3ML,"INSULIN,LISPRO,HUMAN 50/50 3ML INJ,KWIKPEN",HUMALOG MIX 50/50 KWIKPEN,HS501,T,T,106.04,06/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-8799-59,,5X3ML,"INSULIN,LISPRO,HUMAN 100 UNT/ML 3ML,KWIKPEN",HUMALOG U-100 KWIKPEN,HS501,T,T,106.04,06/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-8803-59,,5X3ML,"INSULIN HUMULIN 70/30 (NPH/REG) INJ PEN,3ML",HUMULIN 70/30 PEN,HS501,T,T,67.25,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0031-44,,4,ALENDRONATE 70MG TAB,FOSAMAX 70MG TAB UU BLISTER,HS900,T,T,125.68,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-8805-59,,5X3ML,INSULIN NPH HUMULIN-N 100 U/ML INJ PEN 3ML,HUMULIN N 100U/ML INJ PEN,HS501,T,T,67.25,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-8824-27,,2X3ML,"INSULIN,REGULAR,HUMAN CONCENTRATED 500 UNIT/ML INJ,KWIKPEN,3ML",HUMULIN R U-500/ML (CONC) KWIKPEN,HS501,T,T,571.32,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00777-3104-02,,100,FLUOXETINE HCL 10MG CAP,PROZAC 10MG CAP,CN609,T,T,1533.60,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00777-3105-02,,100,FLUOXETINE HCL 20MG CAP,PROZAC 20MG CAP,CN609,T,T,1576.08,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00777-3105-07,,2000,FLUOXETINE HCL 20MG CAP,PROZAC 20MG PULVULE,CN609,T,T,31521.67,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00777-3105-30,,30,FLUOXETINE HCL 20MG CAP,PROZAC 20MG CAPSULES,CN609,T,T,472.82,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00777-3107-30,,30,FLUOXETINE HCL 40MG CAP,PROZAC 40MG CAPSULES,CN609,T,T,945.66,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,66733-0773-01,,10ML,"INSULIN,LISPRO,HUMAN 100 UNT/ML INJ",INSULIN LISPRO 100UNT/ML 10ML VIL,HS501,T,T,56.58,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,66733-0822-59,,5X3ML,"INSULIN,LISPRO,HUMAN 100 UNT/ML 3ML,KWIKPEN",INSULIN LISPRO U-100 KWIKPEN,HS501,T,T,106.04,06/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,66733-0948-23,,1,"CETUXIMAB 2MG/ML INJ,50ML",ERBITUX 100MG/50ML INJ SDV,AN900,T,T,609.52,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,66733-0958-23,,1VIAL,"CETUXIMAB 2MG/ML INJ,100ML",ERBITUX 200MG/100ML SDV,AN900,T,T,1219.04,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0504,Adamas Pharmaceuticals,07/01/2018,06/30/2023,68025-0074-62,,2X30,"AMANTADINE 322MG TAB,SA","OSMOLEX ER 322MG TAB,SA DOSING KIT",AM800,T,T,384.42,03/15/2021,06/30/2023,FSS,Compliant
36F79718D0504,Adamas Pharmaceuticals,07/01/2018,06/30/2023,68025-0075-30,,30,"AMANTADINE 129MG TAB,SA","OSMOLEX ER 129MG TAB,SA",AM800,T,T,384.42,03/15/2021,06/30/2023,FSS,Compliant
36F79718D0504,Adamas Pharmaceuticals,07/01/2018,06/30/2023,68025-0075-90,,90,"AMANTADINE 129MG TAB,SA","OSMOLEX ER 129MG TAB,SA",AM800,T,T,1153.27,03/15/2021,06/30/2023,FSS,Compliant
36F79718D0504,Adamas Pharmaceuticals,07/01/2018,06/30/2023,68025-0076-30,,30,"AMANTADINE 193MG TAB,SA","OSMOLEX ER 193MG TAB,SA",AM800,T,T,384.42,03/15/2021,06/30/2023,FSS,Compliant
36F79718D0504,Adamas Pharmaceuticals,07/01/2018,06/30/2023,68025-0076-90,,90,"AMANTADINE 193MG TAB,SA","OSMOLEX ER 193MG TAB,SA",AM800,T,T,1153.27,03/15/2021,06/30/2023,FSS,Compliant
36F79718D0504,Adamas Pharmaceuticals,07/01/2018,06/30/2023,68025-0077-30,,30,"AMANTADINE 258MG TAB,SA","OSMOLEX ER 258MG TAB,SA",AM800,T,T,384.42,03/15/2021,06/30/2023,FSS,Compliant
36F79718D0504,Adamas Pharmaceuticals,07/01/2018,06/30/2023,68025-0077-90,,90,"AMANTADINE 258MG TAB,SA","OSMOLEX ER 258MG TAB,SA",AM800,T,T,1153.27,03/15/2021,06/30/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0032-20,,20,IVERMECTIN 3MG TAB,STROMECTOL 3MG TAB,AP200,T,T,91.48,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0033-30,,30UD,"SUVOREXANT 10MG TAB,UD","BELSOMRA 10MG TAB,UD",CN309,T,T,336.02,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0071-31,,30,FINASTERIDE 1MG TAB,PROPECIA 1MG TAB,HS900,T,T,101.75,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0071-54,,90,FINASTERIDE 1MG TAB,PROPAK 1MG TAB,HS900,T,T,275.18,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0072-31,,30,FINASTERIDE 5MG TAB,PROSCAR 5MG TAB,HS900,T,T,138.90,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0072-58,,100,FINASTERIDE 5MG TAB,PROSCAR 5MG TAB,HS900,T,T,463.06,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0078-61,,60,"METFORMIN HCL 500MG/SITAGLIPTIN PHOSPHATE 50MG 24 HR TAB,SA",JANUMET 50/500MG TAB XR,HS502,T,T,422.90,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0078-62,,180,"METFORMIN HCL 500MG/SITAGLIPTIN PHOSPHATE 50MG 24 HR TAB,SA",JANUMET 50/500MG TAB XR,HS502,T,T,1268.70,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0078-82,,1000,"METFORMIN HCL 500MG/SITAGLIPTIN PHOSPHATE 50MG 24 HR TAB,SA",JANUMET 50/500MG TAB XR,HS502,T,T,7048.33,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0080-61,,60,"METFORMIN HCL 1000MG/SITAGLIPTIN PHOSPHATE 50MG 24 HR TAB,SA",JANUMET 50/1000MG TAB XR,HS502,T,T,422.90,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0080-62,,180,"METFORMIN HCL 1000MG/SITAGLIPTIN PHOSPHATE 50MG 24 HR TAB,SA",JANUMET 50/1000MG TAB XR,HS502,T,T,1268.70,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0080-82,,1000,"METFORMIN HCL 1000MG/SITAGLIPTIN PHOSPHATE 50MG 24 HR TAB,SA",JANUMET 50/1000MG TAB XR,HS502,T,T,7048.33,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0081-31,,30,"METFORMIN HCL 1000MG/SITAGLIPTIN PHOSPHATE 100MG 24 HR TAB,SA",JANUMET 100/1000MG TAB XR,HS502,T,T,422.90,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0081-54,,90,"METFORMIN HCL 1000MG/SITAGLIPTIN PHOSPHATE 100MG 24 HR TAB,SA",JANUMET 100/1000MG TAB XR,HS502,T,T,1268.70,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0081-82,,1000,"METFORMIN HCL 1000MG/SITAGLIPTIN PHOSPHATE 100MG 24 HR TAB,SA",JANUMET 100/1000MG TAB XR,HS502,T,T,14096.67,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0112-28,,100,SITAGLIPTIN PHOSPHATE 50MG TAB,JANUVIA 50MG TAB,HS502,T,T,1409.62,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0112-31,,30,SITAGLIPTIN PHOSPHATE 50MG TAB,JANUVIA 50MG TAB,HS502,T,T,422.85,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0112-54,,90,SITAGLIPTIN PHOSPHATE 50MG TAB,JANUVIA 50MG TAB,HS502,T,T,1268.65,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0207-54,,90,LISINOPRIL 20MG TAB,PRINIVIL 20MG TAB UU,HS502,T,T,140.69,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0221-28,,100,SITAGLIPTIN PHOSPHATE 25MG TAB,JANUVIA 25MG TAB,HS502,T,T,1409.62,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0221-31,,30,SITAGLIPTIN PHOSPHATE 25MG TAB,JANUVIA 25MG TAB,HS502,T,T,422.85,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0221-54,,90,SITAGLIPTIN PHOSPHATE 25MG TAB,JANUVIA 25MG TAB,HS502,T,T,1268.65,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0227-61,,60,RALTEGRAVIR 400MG TAB,ISENTRESS 400MG TAB,AM800,T,T,1520.44,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0267-18,,18,"RIZATRIPTAN BENZOATE 10MG TAB,PKG,18",MAXALT 10MG TAB,AM800,T,T,641.67,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0270-44,,4,ALENDRONATE SODIUM 70MG/CHOLECALCIFEROL 5600UNIT TAB,FOSAMAX PLUS D 70MG/CHLOECALCIFEROL 5600IU TA,HS900,T,T,170.39,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0277-28,,100UD,"SITAGLIPTIN PHOSPHATE 100MG TAB, UD",JANUVIA 100MG TAB UD,HS502,T,T,1409.62,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0277-31,,30,SITAGLIPTIN PHOSPHATE 100MG TAB,JANUVIA 100MG TAB,HS502,T,T,422.85,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0277-54,,90,SITAGLIPTIN PHOSPHATE 100MG TAB,JANUVIA 100MG TAB,HS502,T,T,1268.65,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0277-82,,1000,SITAGLIPTIN PHOSPHATE 100MG TAB,JANUVIA 100MG TAB,HS502,T,T,14096.62,01/01/2021,08/31/2023,FSS,Compliant
36F79718D0509,Merck Sharp & Dohme Corporation,09/01/2018,08/31/2023,00006-0325-30,,30UD,"SUVOREXANT 15MG TAB,UD","BELSOMRA 15MG TAB, UD",CN309,T,T,336.02,01/01/2021,08/31/2023,FSS,Compliant
