Contract Number,Vendor Name,Contract Start Date,Contract Stop Date,NDC With Dashes,Sub Item Identifier,Package Description,Generic,Trade Name,VA Class,Covered,Prime Vendor,Price,Price Start Date,Price Stop Date,Price Type
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1355-05,No Data,500,HYDROCHLOROTHIAZIDE 50MG/TRIAMTERENE 75MG TAB,HYDROCHLOROTHIAZIDE 50MG/TRIAMTERENE 75MG TAB,CV704,T,T,16.19,01/01/2017,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1550-91,No Data,60,"METFORMIN HCL 500MG/PIOGLITAZONE HCL 15MG 24 HR TAB,SA",METFORMIN HCL 500MG/PIOGLITAZONE HCL 15MG 24,HS502,F,T,132.02,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1560-01,No Data,100,"PHENYTOIN NA, EXTENDED 100MG CAP","PHENYTOIN NA, EXTENDED 100MG CAP",CN400,F,T,7.63,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1560-10,No Data,1000,"PHENYTOIN NA, EXTENDED 100MG CAP","PHENYTOIN NA, EXTENDED 100MG CAP",CN400,F,T,68.95,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1575-91,No Data,60,"METFORMIN HCL 850MG/PIOGLITAZONE HCL 15MG 24 HR TAB,SA",METFORMIN HCL 850MG/PIOGLITAZONE HCL 15MG 24,HS502,F,T,131.65,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1610-01,No Data,100,DICYCLOMINE HCL 10MG CAP,DICYCLOMINE HCL 10MG CAP,AU350,F,T,2.12,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1610-05,No Data,500,DICYCLOMINE HCL 10MG CAP,DICYCLOMINE HCL 10MG CAP,AU350,F,T,10.08,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1620-01,No Data,100,DICYCLOMINE HCL 20MG TAB,DICYCLOMINE HCL 20MG TAB,AU350,F,T,2.70,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1620-05,No Data,500,DICYCLOMINE HCL 20MG TAB,DICYCLOMINE HCL 20MG TAB,AU350,F,T,12.85,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1650-01,No Data,100,NITROFURANTOIN MACROCRYSTALLINE 50MG CAP,NITROFURANTOIN 50MG CAP,AM600,F,T,12.85,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1700-01,No Data,100,NITROFURANTOIN MACROCRYSTALLINE 100MG CAP,NITROFURANTOIN 100MG CAP,AM600,F,T,23.11,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1743-89,No Data,50,"CIPROFLOXACIN HCL 500MG TAB,SA",CIPROFLOXACIN ER 500MG TAB,AM400,F,T,229.33,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1745-89,No Data,50,"CIPROFLOXACIN HCL 1000MG TAB,SA",CIPROFLOXACIN ER 1000MG TAB,AM400,F,T,153.99,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1901-01,No Data,100,MIDODRINE HCL 2.5MG TAB,MIDODRINE HCL 2.5MG TAB,CV900,F,T,12.18,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1902-01,No Data,100,MIDODRINE HCL 5MG TAB,MIDODRINE HCL 5MG TAB,CV900,F,T,22.99,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1903-01,No Data,100,MIDODRINE HCL 10MG TAB,MIDODRINE HCL 10MG TAB,CV900,F,T,40.56,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2002-01,No Data,100,THIOTHIXENE HCL 2MG CAP,THIOTHIXENE HCL 2MG CAP,CN701,F,T,20.01,09/23/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-8171-91,No Data,60,DRONABINOL 5MG CAP,DRONABINOL 5MG CAP,GA700,F,T,142.73,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2003-05,No Data,500,"PAROXETINE HCL 12.5MG TAB,SA",PAROXETINE HCL 12.5MG ER TAB,CN609,F,T,787.18,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2003-93,No Data,30,"PAROXETINE HCL 12.5MG TAB,SA",PAROXETINE HCL 12.5MG ER TAB,CN609,F,T,49.72,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2004-05,No Data,500,"PAROXETINE HCL 25MG TAB,SA",PAROXETINE HCL 25MG ER TAB,CN609,F,T,821.33,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2004-93,No Data,30,"PAROXETINE HCL 25MG TAB,SA",PAROXETINE HCL 25MG ER TAB,CN609,F,T,51.88,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2005-93,No Data,30,"PAROXETINE HCL 37.5MG TAB,SA","PAROXETINE HCL 37.5MG TAB,SA",CN609,F,T,56.55,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2042-01,No Data,100,BROMOCRIPTINE MESYLATE 2.5MG TAB,BROMOCRIPTINE MESYLATE 2.5MG TAB,AU900,F,T,25.06,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2042-93,No Data,30,BROMOCRIPTINE MESYLATE 2.5MG TAB,BROMOCRIPTINE MESYLATE 2.5MG TAB,AU900,F,T,12.39,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2045-01,No Data,100,TACROLIMUS 0.5MG CAP,TACROLIMUS 0.5MG CAP,IM600,F,T,88.44,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2046-01,No Data,100,TACROLIMUS 1MG CAP,TACROLIMUS 1MG CAP,IM600,F,T,177.89,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2047-01,No Data,100,TACROLIMUS 5MG CAP,TACROLIMUS 5MG CAP,IM600,F,T,889.43,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2071-93,No Data,30,LETROZOLE 2.5MG TAB,LETROZOLE 2.5MG TAB,AN900,F,T,5.56,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2096-01,No Data,100,"NISOLDIPINE 8.5MG TAB,SA","NISOLDIPINE 8.5MG, ER",CV200,F,T,81.48,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2097-01,No Data,100,"NISOLDIPINE 17MG TAB,SA","NISOLDIPINE 17MG, ER",CV200,F,T,102.12,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2098-01,No Data,100,"NISOLDIPINE 25.5MG TAB,SA","NISOLDIPINE 25.5MG, ER",CV200,F,T,96.43,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2099-01,No Data,100,"NISOLDIPINE 34MG TAB,SA","NISOLDIPINE 34MG, ER",CV200,F,T,67.37,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2146-01,No Data,100,SPIRONOLACTONE 25MG TAB,SPIRONOLACTONE 25MG TAB,CV704,F,T,4.88,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2146-05,No Data,500,SPIRONOLACTONE 25MG TAB,SPIRONOLACTONE 25MG TAB,CV704,F,T,25.27,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2222-01,No Data,100,"NISOLDIPINE 2OMG TAB,SA","NISOLDINE 20MG, ER",CV200,F,T,126.16,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2223-01,No Data,100,"NISOLDIPINE 30MG TAB,SA","NISOLDINE 30MG, ER",CV200,F,T,137.49,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2224-01,No Data,100,"NISOLDIPINE 40MGTAB,SA","NISOLDINE 40MG, ER",CV200,F,T,137.49,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2250-01,No Data,100,MYCOPHENOLATE MOFETIL 250MG CAP,MYCOPHENOLATE MOFETIL 250MG CAP,IM600,F,T,31.56,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2250-05,No Data,500,MYCOPHENOLATE MOFETIL 250MG CAP,MYCOPHENOLATE MOFETIL 250MG CAP,IM600,F,T,149.88,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2474-01,No Data,100,DICLOFENAC POTASSIUM 50MG TAB,DICLOFENAC POTASSIUM 50MG TAB,MS102,F,T,6.55,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2500-10,No Data,1000,TAMSULOSIN HCL 0.4MG CAP,TAMSULOSIN HCL 0.4MG CAP,CV150,F,T,109.44,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2500-77,No Data,90,TAMSULOSIN HCL 0.4MG CAP,TAMSULOSIN HCL 0.4MG CAP,CV150,F,T,9.85,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2586-01,No Data,100,HYDROXYZINE HCL 10MG TAB,HYDROXYZINE HCL 10MG TAB,AH500,F,T,3.70,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2586-10,No Data,1000,HYDROXYZINE HCL 10MG TAB,HYDROXYZINE HCL 10MG TAB,AH500,F,T,54.17,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2587-01,No Data,100,HYDROXYZINE HCL 25MG TAB,HYDROXYZINE HCL 25MG TAB,AH500,F,T,4.41,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2587-10,No Data,1000,HYDROXYZINE HCL 25MG TAB,HYDROXYZINE HCL 25MG TAB,AH500,F,T,70.05,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2588-01,No Data,100,HYDROXYZINE HCL 50MG TAB,HYDROXYZINE HCL 50MG TAB,AH500,F,T,5.68,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2588-10,No Data,1000,HYDROXYZINE HCL 50MG TAB,HYDROXYZINE HCL 50MG TAB,AH500,F,T,92.43,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2658-01,No Data,100,"MORPHINE SO4 15 MG TAB,SA","MORPHINE SO4 15 MG TAB,SA",CN101,F,T,7.61,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2659-01,No Data,100,"MORPHINE SO4 30 MG TAB,SA","MORPHINE SO4 30 MG TAB,SA",CN101,F,T,12.55,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2660-01,No Data,100,"MORPHINE SO4 60 MG TAB,SA","MORPHINE SO4 60 MG TAB,SA",CN101,F,T,21.60,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2661-01,No Data,100,"MORPHINE SO4 100 MG TAB,SA","MORPHINE SO4 100 MG TAB,SA",CN101,F,T,32.63,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2662-01,No Data,100,"MORPHINE SO4 200 MG TAB,SA","MORPHINE SO4 200 MG TAB,SA",CN101,F,T,63.30,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2721-91,No Data,60,GALANTAMINE HYDROBROMIDE 4MG TAB,GALANTAMINE HYDROBROMIDE 4MG TAB,CN900,F,T,32.00,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2722-91,No Data,60,GALANTAMINE HYDROBROMIDE 8MG TAB,GALANTAMINE HYDROBROMIDE 8MG TAB,CN900,F,T,32.00,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2723-91,No Data,60,GALANTAMINE HYDROBROMIDE 12MG TAB,GALANTAMINE HYDROBROMIDE 12MG TAB,CN900,F,T,32.00,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-2800-26,No Data,8,CABERGOLINE 0.5MG TAB,CABERGOLINE 0.5MG TAB,AU900,F,T,22.81,08/15/2014,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3005-01,No Data,100,THIOTHIXENE HCL 5MG CAP,THIOTHIXENE HCL 5MG CAP,CN701,F,T,30.34,09/23/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3030-01,No Data,100,DOXYCYCLINE HYCLATE 150MG,DOXYCYCLINE HYCLATE 150MG,AM250,F,T,851.21,09/23/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3110-01,No Data,100,TEMAZEPAM 7.5MG CAP,TEMAZEPAM 7.5MG CAP,CN302,F,T,103.01,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3266-94,No Data,20,ETOPOSIDE 50MG CAP,ETOPOSIDE 50MG CAP,AN900,F,T,871.44,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3286-91,No Data,60,ETIDRONATE DISODIUM 200MG TAB,ETIDRONATE DISODIUM 200MG TAB,HS900,F,T,91.59,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3288-91,No Data,60,ETIDRONATE DISODIUM 400MG TAB,ETIDRONATE DISODIUM 400MG TAB,HS900,F,T,183.47,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3349-99,No Data,4,ESTRADIOL 0.025MG/DAY (CLIMARA) PATCH,ESTRADIOL 0.025MG/DAY (CLIMARA) PATCH,HS300,F,T,14.17,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3350-99,No Data,4,ESTRADIOL 0.05MG/DAY (CLIMARA) PATCH,ESTRADIOL 0.05MG/DAY PATCH,HS300,F,T,14.17,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3351-99,No Data,4,ESTRADIOL 0.075MG/DAY (CLIMARA) PATCH,ESTRADIOL 0.075MG/DAY (CLIMARA) PATCH,HS300,F,T,14.17,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3352-99,No Data,4,ESTRADIOL 0.1MG/DAY (CLIMARA) PATCH,ESTRADIOL 0.1MG/DAY (CLIMARA) PATCH,HS300,F,T,14.17,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3360-99,No Data,4,ESTRADIOL 0.0375MG/DAY (CLIMARA) PATCH,ESTRADIOL 0.0375MG/DAY (CLIMARA) PATCH,HS300,F,T,14.17,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3361-99,No Data,4,ESTRADIOL 0.06MG/DAY (CLIMARA) PATCH,ESTRADIOL 0.05MG/DAY PATCH,HS300,F,T,14.17,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3566-01,No Data,100,ALENDRONATE 5MG TAB,ALENDRONATE 5MG TAB,HS900,F,T,12.68,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3567-01,No Data,100,ALENDRONATE 10MG TAB,ALENDRONATE 10MG TAB,HS900,F,T,12.68,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3568-99,No Data,4,ALENDRONATE 35MG TAB,ALENDRONATE 35MG TAB,HS900,F,T,1.30,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3569-99,No Data,4,ALENDRONATE 70MG TAB,ALENDRONATE 70MG TAB,HS900,F,T,1.62,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3611-01,No Data,100,LIOTHYRONINE NA 5MCG TAB,LIOTHYRONINE NA 5MCG TAB,HS851,F,T,44.45,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3611-10,No Data,1000,LIOTHYRONINE NA 5MCG TAB,LIOTHYRONINE NA 5MCG TAB,HS851,F,T,422.32,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3612-01,No Data,100,LIOTHYRONINE NA 25MCG TAB,LIOTHYRONINE NA 25MCG TAB,HS851,F,T,58.48,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3612-10,No Data,1000,LIOTHYRONINE NA 25MCG TAB,LIOTHYRONINE NA 25MCG TAB,HS851,F,T,555.57,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3613-01,No Data,100,LIOTHYRONINE NA 50MCG TAB,LIOTHYRONINE NA 50MCG TAB,HS851,F,T,89.57,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3635-01,No Data,100,CETIRIZINE HCL 5MG TAB (OTC),CETIRIZINE HCL 5MG TAB (OTC),AH105,F,T,4.59,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3637-01,No Data,100,CETIRIZINE HCL 10MG TAB (OTC),CETIRIZINE HCL 10MG TAB (OTC),AH105,F,T,3.90,02/15/2014,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3637-05,No Data,500,CETIRIZINE HCL 10MG TAB (OTC),CETIRIZINE HCL 10MG TAB (OTC),AH105,F,T,21.35,02/15/2014,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3701-59,No Data,9,"RIZATRIPTAN BENZOATE 5MG TAB,ORALLY DISINTEGRATING","RIZATRIPTAN BENZOATE 5MG TAB,ORALLY DISINTEGR",CN109,F,T,98.80,09/23/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3702-59,No Data,9,"RIZATRIPTAN BENZOATE 10MG TAB,ORALLY DISINTEGRATING","RIZATRIPTAN BENZOATE 10MG TAB,ORALLY DISINTEG",CN109,F,T,119.21,09/23/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3850-01,No Data,100,"PHENYTOIN 50MG TAB,CHEWABLE","PHENYTOIN 50MG TAB,CHEWABLE",CN400,F,T,20.90,09/23/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3850-05,No Data,500,"PHENYTOIN 50MG TAB,CHEWABLE","PHENYTOIN 50MG TAB,CHEWABLE",CN400,F,T,104.51,09/23/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3855-77,No Data,90,ESCITALOPRAM OXALATE 5MG TAB,ESCITALOPRAM OXALATE 5MG TAB,CN609,T,T,2.37,01/01/2017,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3856-10,No Data,1000,ESCITALOPRAM OXALATE 10MG TAB,ESCITALOPRAM OXALATE 10MG TAB,CN609,T,T,37.07,01/01/2017,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3856-77,No Data,90,ESCITALOPRAM OXALATE 10MG TAB,ESCITALOPRAM OXALATE 10MG TAB,CN609,T,T,2.50,01/01/2017,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3857-10,No Data,1000,ESCITALOPRAM OXALATE 20MG TAB,ESCITALOPRAM OXALATE 20MG TAB,CN609,T,T,14.98,01/01/2017,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-3857-77,No Data,90,ESCITALOPRAM OXALATE 20MG TAB,ESCITALOPRAM OXALATE 20MG TAB,CN609,T,T,3.23,01/01/2017,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-4001-05,No Data,500,ALPRAZOLAM 0.25MG TAB,ALPRAZOLAM 0.25MG TAB,CN302,F,T,4.45,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-4003-05,No Data,500,ALPRAZOLAM 0.5MG TAB,ALPRAZOLAM 0.5MG TAB,CN302,F,T,10.99,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-4005-05,No Data,500,ALPRAZOLAM 1MG TAB,ALPRAZOLAM 1MG TAB,CN302,F,T,12.27,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-4010-05,No Data,500,TEMAZEPAM 15MG CAP,TEMAZEPAM 15MG CAP,CN302,F,T,28.46,07/26/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-4011-01,No Data,100,GLIMEPIRIDE 1MG TAB,GLIMEPIRIDE 1MG TAB,HS502,F,T,4.00,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-4012-01,No Data,100,GLIMEPIRIDE 2MG TAB,GLIMEPIRIDE 2MG TAB,HS502,F,T,6.00,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-4013-01,No Data,100,GLIMEPIRIDE 4MG TAB,GLIMEPIRIDE 4MG TAB,HS502,F,T,10.00,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-4017-01,No Data,100,DESLORATADINE 5MG TAB,DESLORATADINE 5MG TAB,AH109,F,T,137.28,09/23/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-4017-05,No Data,500,DESLORATADINE 5MG TAB,DESLORATADINE 5MG TAB,AH109,F,T,686.36,09/23/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-4021-01,No Data,100,DOXAZOSIN MESYLATE 1MG TAB,DOXAZOSIN MESYLATE 1MG TAB,CV150,F,T,4.14,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-4022-01,No Data,100,DOXAZOSIN MESYLATE 2MG TAB,DOXAZOSIN MESYLATE 2MG TAB,CV150,F,T,4.66,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-4024-01,No Data,100,DOXAZOSIN MESYLATE 4MG TAB,DOXAZOSIN MESYLATE 4MG TAB,CV150,F,T,5.98,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-4028-01,No Data,100,DOXAZOSIN MESYLATE 8MG TAB,DOXAZOSIN MESYLATE 8MG TAB,CV150,F,T,5.19,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-4065-91,No Data,60,CELECOXIB 50MG CAP,CELECOXIB 50MG CAP,MS102,T,T,25.11,01/01/2017,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-4066-01,No Data,100,CELECOXIB 100MG CAP,CELECOXIB 100MG CAP,MS102,T,T,101.74,01/01/2017,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-4066-05,No Data,500,CELECOXIB 100MG CAP,CELECOXIB 100MG CAP,MS102,T,T,228.37,01/01/2017,03/14/2018,FSS
